Module;Function;Mehtod;Domain;Input;Average;StandDev;Min;Max;Median;Range
map_find;find;sysfs;energy-pkg;500;0.2656;0.014;0.2504;0.2941;0.2633;0.0437
map_find;find;sysfs;energy-pkg;1000;0.3014;0.0156;0.2849;0.3271;0.2952;0.0422
map_find;find;sysfs;energy-pkg;5000;0.2965;0.0128;0.2834;0.3225;0.2931;0.0391
map_find;find;sysfs;energy-pkg;10000;0.3225;0.0156;0.3049;0.3441;0.3193;0.0392
map_find;find;sysfs;energy-pkg;20000;0.3092;0.0128;0.2947;0.327;0.3078;0.0323
map_find;find;sysfs;energy-pkg;30000;0.319;0.0208;0.3021;0.3605;0.3107;0.0584
map_find;find;sysfs;energy-pkg;40000;0.3117;0.012;0.2985;0.3334;0.3085;0.0349
map_find;find;sysfs;energy-pkg;50000;0.4575;0.0134;0.4431;0.4801;0.4536;0.037
map_find;find;sysfs;energy-pkg;60000;0.3851;0.0213;0.3685;0.4187;0.3732;0.0502
map_find;find;sysfs;energy-pkg;70000;0.3136;0.0143;0.2972;0.3353;0.3121;0.0381
map_find;find;sysfs;energy-pkg;80000;0.336;0.0153;0.3058;0.3618;0.336;0.056
map_find;find;sysfs;energy-pkg;90000;0.4096;0.0196;0.3938;0.4483;0.4015;0.0545
map_find;find;sysfs;energy-pkg;100000;0.4425;0.0168;0.4242;0.4717;0.441;0.0475
map_find;find;sysfs;energy-pkg;200000;0.3453;0.0177;0.3295;0.3771;0.3371;0.0476
map_find;find;sysfs;energy-pkg;300000;0.3486;0.0231;0.3172;0.3756;0.3503;0.0584
map_find;find;sysfs;energy-pkg;400000;0.3697;0.0295;0.3467;0.4348;0.3597;0.0881
map_find;find;sysfs;energy-pkg;500000;0.3621;0.0228;0.3417;0.4018;0.3541;0.0601
map_find;find;sysfs;energy-pkg;600000;0.3759;0.0626;0.3331;0.5226;0.3527;0.1895
map_find;find;sysfs;energy-pkg;700000;0.448;0.0234;0.4172;0.4835;0.4394;0.0663
map_find;find;sysfs;energy-pkg;800000;0.3819;0.0249;0.3552;0.4208;0.3751;0.0656
map_find;find;sysfs;energy-pkg;900000;0.4622;0.0201;0.4358;0.4953;0.4576;0.0595
map_find;find;sysfs;energy-pkg;1000000;0.4542;0.0124;0.4389;0.4728;0.4528;0.0339
map_find;find;sysfs;energy-pkg;2000000;0.3958;0.0173;0.3745;0.421;0.3964;0.0465
map_find;find;sysfs;energy-pkg;3000000;0.4661;0.0132;0.4465;0.4847;0.4666;0.0382
map_find;find;sysfs;energy-pkg;4000000;0.487;0.0185;0.4647;0.5209;0.483;0.0562
map_find;find;sysfs;energy-pkg;5000000;0.4048;0.028;0.3548;0.4427;0.4036;0.0879
map_find;find;sysfs;energy-pkg;6000000;0.4981;0.0168;0.4722;0.5206;0.4962;0.0484
map_find;find;sysfs;energy-pkg;7000000;0.495;0.0182;0.4724;0.5256;0.4955;0.0532
map_find;find;sysfs;energy-pkg;8000000;0.4852;0.0177;0.4651;0.5161;0.4819;0.051
map_find;find;sysfs;energy-pkg;9000000;0.4734;0.0148;0.4551;0.5014;0.4688;0.0463
map_find;find;sysfs;energy-pkg;10000000;0.419;0.0213;0.3949;0.449;0.4117;0.0541
map_find;find;time;time;100;0.0376;0.0005;0.0363;0.038;0.0377;0.0017
map_find;find;time;time;500;0.0347;0.0009;0.0336;0.036;0.0346;0.0024
map_find;find;time;time;1000;0.0384;0.0003;0.0378;0.0388;0.0385;0.001
map_find;find;time;time;5000;0.0379;0.0004;0.0371;0.0385;0.0379;0.0014
map_find;find;time;time;10000;0.0402;0.0003;0.0394;0.0405;0.0403;0.0011
map_find;find;time;time;20000;0.0397;0.0003;0.0392;0.0401;0.0398;0.0009
map_find;find;time;time;30000;0.04;0.0003;0.0395;0.0405;0.0401;0.001
map_find;find;time;time;40000;0.0393;0.0001;0.039;0.0394;0.0393;0.0004
map_find;find;time;time;50000;0.0523;0.0006;0.0513;0.0532;0.0524;0.0019
map_find;find;time;time;60000;0.045;0.0007;0.0434;0.0456;0.0451;0.0022
map_find;find;time;time;70000;0.0394;0.0007;0.0382;0.04;0.0398;0.0018
map_find;find;time;time;80000;0.0433;0.003;0.0409;0.0497;0.0424;0.0088
map_find;find;time;time;90000;0.048;0.0011;0.0468;0.05;0.0479;0.0032
map_find;find;time;time;100000;0.0516;0.0013;0.0507;0.0542;0.051;0.0035
map_find;find;time;time;200000;0.042;0.0009;0.0405;0.043;0.0418;0.0025
map_find;find;time;time;300000;0.0437;0.0039;0.0409;0.0528;0.0426;0.0119
map_find;find;time;time;400000;0.0448;0.0044;0.0425;0.0558;0.0435;0.0133
map_find;find;time;time;500000;0.0444;0.0007;0.0432;0.0453;0.0445;0.0021
map_find;find;time;time;600000;0.0486;0.006;0.0447;0.063;0.0476;0.0183
map_find;find;time;time;700000;0.0517;0.0012;0.0502;0.0539;0.0516;0.0037
map_find;find;time;time;800000;0.0433;0.0008;0.0425;0.0449;0.0433;0.0024
map_find;find;time;time;900000;0.0526;0.0003;0.0522;0.053;0.0527;0.0008
map_find;find;time;time;1000000;0.0528;0.0013;0.0508;0.0543;0.0532;0.0035
map_find;find;time;time;2000000;0.0492;0.008;0.0451;0.0688;0.0464;0.0237
map_find;find;time;time;3000000;0.0525;0.0004;0.0518;0.0531;0.0526;0.0013
map_find;find;time;time;4000000;0.0567;0.0077;0.0529;0.0758;0.0542;0.0229
map_find;find;time;time;5000000;0.054;0.008;0.0473;0.0646;0.049;0.0173
map_find;find;time;time;6000000;0.055;0.0006;0.0542;0.0559;0.0551;0.0017
map_find;find;time;time;7000000;0.0549;0.0006;0.0542;0.0558;0.0549;0.0016
map_find;find;time;time;8000000;0.0536;0.0007;0.0526;0.0546;0.0536;0.002
map_find;find;time;time;9000000;0.0538;0.0004;0.0532;0.0542;0.0539;0.001
map_find;find;time;time;10000000;0.0495;0.0004;0.0489;0.0499;0.0496;0.001
map_find;find_pattern_match;sysfs;energy-pkg;100;0.1989;0.0098;0.1918;0.2222;0.1958;0.0304
map_find;find_pattern_match;sysfs;energy-pkg;500;0.1772;0.0103;0.1697;0.2018;0.1742;0.0321
map_find;find_pattern_match;sysfs;energy-pkg;1000;0.2148;0.0106;0.2059;0.2393;0.2117;0.0334
map_find;find_pattern_match;sysfs;energy-pkg;5000;0.2166;0.0096;0.2078;0.2377;0.2151;0.0299
map_find;find_pattern_match;sysfs;energy-pkg;10000;0.2421;0.009;0.2338;0.2605;0.2375;0.0267
map_find;find_pattern_match;sysfs;energy-pkg;20000;0.2288;0.0104;0.2162;0.252;0.2263;0.0358
map_find;find_pattern_match;sysfs;energy-pkg;30000;0.2309;0.0119;0.221;0.2581;0.2271;0.0371
map_find;find_pattern_match;sysfs;energy-pkg;40000;0.2315;0.0102;0.2231;0.2548;0.2287;0.0317
map_find;find_pattern_match;sysfs;energy-pkg;50000;0.3598;0.0134;0.3471;0.389;0.3593;0.0419
map_find;find_pattern_match;sysfs;energy-pkg;60000;0.2863;0.0119;0.278;0.3136;0.2821;0.0356
map_find;find_pattern_match;sysfs;energy-pkg;70000;0.2354;0.0123;0.2241;0.261;0.2328;0.0369
map_find;find_pattern_match;sysfs;energy-pkg;80000;0.2286;0.0121;0.2209;0.257;0.224;0.0361
map_find;find_pattern_match;sysfs;energy-pkg;90000;0.2874;0.0124;0.2758;0.3138;0.2836;0.038
map_find;find_pattern_match;sysfs;energy-pkg;100000;0.3099;0.0119;0.2999;0.336;0.3071;0.0361
map_find;find_pattern_match;sysfs;energy-pkg;200000;0.2481;0.0121;0.234;0.2714;0.2472;0.0374
map_find;find_pattern_match;sysfs;energy-pkg;300000;0.2564;0.012;0.2427;0.2753;0.2542;0.0326
map_find;find_pattern_match;sysfs;energy-pkg;400000;0.2547;0.0113;0.2435;0.2808;0.2513;0.0373
map_find;find_pattern_match;sysfs;energy-pkg;500000;0.2589;0.0103;0.2481;0.2752;0.2543;0.0271
map_find;find_pattern_match;sysfs;energy-pkg;600000;0.2464;0.0104;0.2394;0.2704;0.2431;0.031
map_find;find_pattern_match;sysfs;energy-pkg;700000;0.3197;0.015;0.3018;0.352;0.3183;0.0502
map_find;find_pattern_match;sysfs;energy-pkg;800000;0.2501;0.0115;0.2404;0.2739;0.2461;0.0335
map_find;find_pattern_match;sysfs;energy-pkg;900000;0.3312;0.0139;0.3207;0.3631;0.325;0.0424
map_find;find_pattern_match;sysfs;energy-pkg;1000000;0.3053;0.0111;0.2937;0.3282;0.3023;0.0345
map_find;find_pattern_match;sysfs;energy-pkg;2000000;0.2442;0.0114;0.2335;0.2684;0.2401;0.0349
map_find;find_pattern_match;sysfs;energy-pkg;3000000;0.3174;0.0151;0.3031;0.3383;0.3105;0.0352
map_find;find_pattern_match;sysfs;energy-pkg;4000000;0.324;0.0101;0.3138;0.343;0.3231;0.0292
map_find;find_pattern_match;sysfs;energy-pkg;5000000;0.2621;0.0119;0.2516;0.2879;0.2591;0.0363
map_find;find_pattern_match;sysfs;energy-pkg;6000000;0.3274;0.0139;0.314;0.3564;0.3222;0.0424
map_find;find_pattern_match;sysfs;energy-pkg;7000000;0.3192;0.0087;0.3115;0.3382;0.3159;0.0267
map_find;find_pattern_match;sysfs;energy-pkg;8000000;0.3213;0.0093;0.3143;0.3432;0.3189;0.0289
map_find;find_pattern_match;sysfs;energy-pkg;9000000;0.3277;0.0138;0.3148;0.3571;0.3248;0.0423
map_find;find_pattern_match;sysfs;energy-pkg;10000000;0.2661;0.0069;0.2599;0.2822;0.2645;0.0223
map_find;find_pattern_match;time;time;100;0.0296;0.0004;0.0292;0.0302;0.0295;0.001
map_find;find_pattern_match;time;time;500;0.0265;0.0004;0.0258;0.027;0.0265;0.0012
map_find;find_pattern_match;time;time;1000;0.0322;0.0002;0.0318;0.0325;0.0322;0.0007
map_find;find_pattern_match;time;time;5000;0.0316;0.0004;0.0311;0.0322;0.0315;0.0011
map_find;find_pattern_match;time;time;10000;0.034;0.0007;0.0329;0.0352;0.0338;0.0023
map_find;find_pattern_match;time;time;20000;0.0338;0.0004;0.0331;0.0344;0.0338;0.0013
map_find;find_pattern_match;time;time;30000;0.0336;0.0003;0.0331;0.0339;0.0337;0.0008
map_find;find_pattern_match;time;time;40000;0.0331;0.0003;0.0328;0.0336;0.033;0.0008
map_find;find_pattern_match;time;time;50000;0.0457;0.0003;0.0452;0.0462;0.0457;0.001
map_find;find_pattern_match;time;time;60000;0.0397;0.0007;0.0382;0.0403;0.04;0.0021
map_find;find_pattern_match;time;time;70000;0.0333;0.0004;0.0328;0.0341;0.0332;0.0013
map_find;find_pattern_match;time;time;80000;0.0337;0.0002;0.0335;0.034;0.0337;0.0005
map_find;find_pattern_match;time;time;90000;0.04;0.0003;0.0397;0.0404;0.0399;0.0007
map_find;find_pattern_match;time;time;100000;0.0426;0.0003;0.0422;0.0429;0.0428;0.0007
map_find;find_pattern_match;time;time;200000;0.035;0.0005;0.0343;0.0358;0.0349;0.0015
map_find;find_pattern_match;time;time;300000;0.0336;0.0006;0.0328;0.0345;0.0337;0.0017
map_find;find_pattern_match;time;time;400000;0.036;0.0004;0.0354;0.0365;0.0361;0.0011
map_find;find_pattern_match;time;time;500000;0.0365;0.0005;0.0355;0.0371;0.0366;0.0016
map_find;find_pattern_match;time;time;600000;0.0356;0.0003;0.0349;0.0361;0.0356;0.0012
map_find;find_pattern_match;time;time;700000;0.042;0.0005;0.0415;0.0427;0.042;0.0012
map_find;find_pattern_match;time;time;800000;0.0344;0.0005;0.0333;0.0348;0.0346;0.0015
map_find;find_pattern_match;time;time;900000;0.0444;0.0005;0.0437;0.045;0.0445;0.0013
map_find;find_pattern_match;time;time;1000000;0.0416;0.0003;0.0411;0.0419;0.0416;0.0008
map_find;find_pattern_match;time;time;2000000;0.0348;0.0006;0.0339;0.0354;0.0349;0.0015
map_find;find_pattern_match;time;time;3000000;0.0402;0.0005;0.0394;0.0408;0.0402;0.0014
map_find;find_pattern_match;time;time;4000000;0.0419;0.0003;0.0414;0.0423;0.0419;0.0009
map_find;find_pattern_match;time;time;5000000;0.0367;0.0006;0.036;0.0374;0.0367;0.0014
map_find;find_pattern_match;time;time;6000000;0.0431;0.0004;0.0425;0.0436;0.0432;0.0011
map_find;find_pattern_match;time;time;7000000;0.0434;0.0002;0.0431;0.0438;0.0434;0.0007
map_find;find_pattern_match;time;time;8000000;0.0422;0.0002;0.0418;0.0425;0.0422;0.0007
map_find;find_pattern_match;time;time;9000000;0.0428;0.0005;0.0421;0.0435;0.0426;0.0014
map_find;find_pattern_match;time;time;10000000;0.0382;0.0003;0.0378;0.0388;0.0382;0.001
