skel_fib;farm_ord;500;msr;energy-gpu;0.0000000000
skel_fib;farm_ord;8000;msr;energy-gpu;0.0000000000
skel_fib;farm_ord;500;perf_event;energy-gpu;0.0000000000
skel_fib;farm_ord;8000;msr;energy-ram;0.0700225830
skel_fib;farm_ord;500;msr;energy-cores;0.0939788818
skel_fib;farm_ord;500;sysfs;energy-gpu;0.0000000000
skel_fib;farm_ord;500;msr;energy-ram;0.0029983521
skel_fib;farm_ord;500;perf_event;energy-ram;0.0030593872
skel_fib;farm_ord;500;perf_event;energy-cores;0.0940322876
skel_fib;farm_ord;500;perf_event;energy-pkg;0.1000518799
skel_fib;farm_ord;500;sysfs;energy-cores;0.0938414708
skel_fib;farm_ord;15000;perf_event;energy-ram;0.2309875488
skel_fib;farm_ord;8000;perf_event;energy-ram;0.0700988770
skel_fib;farm_ord;1000;sysfs;energy-cores;0.1981883049
skel_fib;farm_ord;1000;msr;energy-pkg;0.2114715576
skel_fib;farm_ord;1000;msr;energy-ram;0.0046234131
skel_fib;farm_ord;1000;perf_event;energy-gpu;0.0000000000
skel_fib;farm_ord;1000;sysfs;energy-pkg;0.2106778750
skel_fib;farm_ord;1000;perf_event;energy-cores;0.1979141235
skel_fib;farm_ord;4000;perf_event;energy-pkg;1.3810348511
skel_fib;farm_ord;1000;sysfs;energy-gpu;0.0000000000
skel_fib;farm_ord;4000;msr;energy-ram;0.0219802856
skel_fib;farm_ord;1000;sysfs;energy-ram;0.0048525000
skel_fib;farm_ord;1000;msr;energy-cores;0.1982192993
skel_fib;farm_ord;1000;perf_event;energy-ram;0.0047607422
skel_fib;farm_ord;2000;msr;energy-cores;0.4671401978
skel_fib;farm_ord;2000;msr;energy-gpu;0.0000000000
skel_fib;farm_ord;2000;perf_event;energy-gpu;0.0000000000
skel_fib;farm_ord;2000;perf_event;energy-pkg;0.5069732666
skel_fib;farm_ord;2000;sysfs;energy-pkg;0.5035312500
skel_fib;farm_ord;2000;sysfs;energy-cores;0.4669786096
skel_fib;farm_ord;2000;msr;energy-ram;0.0091552734
skel_fib;farm_ord;15000;sysfs;energy-ram;0.2311700000
skel_fib;farm_ord;2000;sysfs;energy-ram;0.0094146250
skel_fib;farm_ord;2000;sysfs;energy-gpu;0.0000000000
skel_fib;farm_ord;2000;perf_event;energy-ram;0.0091934204
skel_fib;farm_ord;4000;sysfs;energy-pkg;1.3829155000
skel_fib;farm_ord;1000;time;time;0.0143386250
skel_fib;farm_ord;2000;msr;energy-pkg;0.5069732666
skel_fib;farm_ord;8000;perf_event;energy-pkg;4.5052490234
skel_fib;farm_ord;1000;msr;energy-gpu;0.0000000000
skel_fib;farm_ord;2000;perf_event;energy-cores;0.4672470093
skel_fib;farm_ord;4000;perf_event;energy-gpu;0.0000000000
skel_fib;farm_ord;4000;sysfs;energy-cores;1.2889596224
skel_fib;farm_ord;4000;perf_event;energy-ram;0.0220794678
skel_fib;farm_ord;4000;msr;energy-pkg;1.3830261230
skel_fib;farm_ord;4000;time;time;0.0716906250
skel_fib;farm_ord;4000;sysfs;energy-ram;0.0222476250
skel_fib;farm_ord;4000;perf_event;energy-cores;1.2892303467
skel_fib;farm_ord;500;sysfs;energy-pkg;0.1009900000
skel_fib;farm_ord;4000;msr;energy-gpu;0.0000000000
skel_fib;farm_ord;500;msr;energy-pkg;0.0994186401
skel_fib;farm_ord;4000;sysfs;energy-gpu;0.0000000000
skel_fib;farm_ord;500;time;time;0.0090298750
skel_fib;farm_ord;4000;msr;energy-cores;1.2894592285
skel_fib;farm_ord;8000;perf_event;energy-cores;4.1972961426
skel_fib;farm_ord;8000;msr;energy-cores;4.1972045898
skel_fib;farm_ord;8000;perf_event;energy-gpu;0.0000000000
skel_fib;farm_ord;8000;time;time;0.2317805000
skel_fib;farm_ord;8000;msr;energy-pkg;4.5049819946
skel_fib;farm_ord;8000;sysfs;energy-cores;4.1971769333
skel_fib;farm_ord;500;sysfs;energy-ram;0.0032731250
skel_fib;farm_ord;8000;sysfs;energy-pkg;4.5075340000
skel_fib;farm_ord;2000;time;time;0.0281910000
skel_fib;farm_ord;8000;sysfs;energy-gpu;0.0000000000
skel_fib;farm_ord;15000;msr;energy-ram;0.2308502197
skel_fib;farm_ord;15000;time;time;0.7713513750
skel_fib;farm_ord;15000;sysfs;energy-gpu;0.0000000000
skel_fib;farm_ord;15000;msr;energy-cores;13.0482635498
skel_fib;farm_ord;15000;sysfs;energy-cores;13.0475549698
skel_fib;farm_ord;15000;perf_event;energy-gpu;0.0000000000
skel_fib;farm_ord;15000;perf_event;energy-cores;13.0474395752
skel_fib;farm_ord;15000;sysfs;energy-pkg;14.0726186250
skel_fib;farm_ord;15000;msr;energy-pkg;14.0711898804
skel_fib;farm_ord;1000;perf_event;energy-pkg;0.2112808228
skel_fib;farm_ord;15000;perf_event;energy-pkg;14.0714416504
skel_fib;farm_ord;8000;sysfs;energy-ram;0.0703810000
skel_fib;farm_ord;15000;msr;energy-gpu;0.0000000000
