N list/send-elements-rec list/send-elements-acc map/send-elements dictionary/send-elements list-processes/send-elements list/send-elements-comp 
5000 0.0160000000000000003331 0.0149999999999999994449 0.0470000000000000001110 0.0459999999999999992228 4.18700000000000027711 0.0160000000000000003331 
10000 0.0459999999999999992228 0.0470000000000000001110 0.0779999999999999998890 0.186999999999999999556 8.89100000000000001421 0.0309999999999999997780 
15000 0.0470000000000000001110 0.0619999999999999995559 0.125000000000000000000 0.343000000000000027089 14.1570000000000000284 0.0309999999999999997780 
20000 0.0779999999999999998890 0.0619999999999999995559 0.155999999999999999778 0.593999999999999972466 18.7970000000000005969 0.0630000000000000004441 
25000 0.108999999999999999667 0.0940000000000000002220 0.203000000000000013767 0.875000000000000000000 27.0779999999999994031 0.0779999999999999998890 
30000 0.108999999999999999667 0.125000000000000000000 0.234000000000000013545 1.17199999999999993072 31.4529999999999994031 0.0940000000000000002220 
35000 0.125000000000000000000 0.140999999999999986455 0.281000000000000027534 1.39100000000000001421 33.9530000000000029559 0.108999999999999999667 
40000 0.140000000000000013323 0.155999999999999999778 0.328000000000000013767 1.70300000000000006928 40.0469999999999970441 0.110000000000000000555 
