N dictionary/send map/send list/send 
5000 0E-20 0E-20 0E-20 
10000 0E-20 0E-20 0E-20 
15000 0E-20 0E-20 0E-20 
20000 0E-20 0E-20 0E-20 
25000 0.0160000000000000003331 0E-20 0E-20 
30000 0.0149999999999999994449 0E-20 0.0160000000000000003331 
35000 0.0160000000000000003331 0.0160000000000000003331 0.0149999999999999994449 
40000 0.0160000000000000003331 0.0160000000000000003331 0.0149999999999999994449 
