N list/send binlist/send list-processes/send-elements map-from/binary map/send-elements-acc bindict/send list-chunks-generated/send list/send-elements-comp list-chunks-generated/send-acc dictionary/send map/send list/send-chunks list/send-elements-acc list/send-chunks-acc list-chunks-generated/send-comp map/send-elements list-to/binary list/send-elements-rec dict-from/binary list-processes/send-chunks dictionary/send-elements dictionary/send-elements-acc dict-to/binary list-from/binary list-processes/send list/send-chunks-comp binmap/send map-to/binary 
5000 0E-20 0E-20 4.18700000000000027711 0E-20 0.0309999999999999997780 0E-20 0E-20 0.0160000000000000003331 0E-20 0E-20 0E-20 0E-20 0.0149999999999999994449 0E-20 0E-20 0.0470000000000000001110 0E-20 0.0160000000000000003331 0E-20 1.82899999999999995914 0.0459999999999999992228 0.0779999999999999998890 0E-20 0E-20 1.07899999999999995914 0E-20 0E-20 0E-20 
10000 0E-20 0E-20 8.89100000000000001421 0.0309999999999999997780 0.0630000000000000004441 0E-20 0E-20 0.0309999999999999997780 0.0160000000000000003331 0E-20 0E-20 0.0160000000000000003331 0.0470000000000000001110 0.0149999999999999994449 0E-20 0.0779999999999999998890 0.0160000000000000003331 0.0459999999999999992228 0E-20 4.63999999999999968026 0.186999999999999999556 0.234999999999999986677 0E-20 0.0149999999999999994449 2.62500000000000000000 0.0149999999999999994449 0E-20 0E-20 
15000 0E-20 0E-20 14.1570000000000000284 0.0160000000000000003331 0.110000000000000000555 0E-20 0.0160000000000000003331 0.0309999999999999997780 0E-20 0E-20 0E-20 0.0459999999999999992228 0.0619999999999999995559 0.0470000000000000001110 0E-20 0.125000000000000000000 0E-20 0.0470000000000000001110 0E-20 9.93800000000000061107 0.343000000000000027089 0.454000000000000014655 0.0160000000000000003331 0E-20 4.09299999999999997158 0.0309999999999999997780 0E-20 0E-20 
20000 0E-20 0E-20 18.7970000000000005969 0.0160000000000000003331 0.140999999999999986455 0E-20 0.0160000000000000003331 0.0630000000000000004441 0.0320000000000000006661 0E-20 0E-20 0.0630000000000000004441 0.0619999999999999995559 0.0470000000000000001110 0.0160000000000000003331 0.155999999999999999778 0E-20 0.0779999999999999998890 0E-20 12.8589999999999999858 0.593999999999999972466 0.812999999999999944933 0.0160000000000000003331 0E-20 5.15700000000000002842 0.0470000000000000001110 0E-20 0E-20 
25000 0E-20 0E-20 27.0779999999999994031 0.0309999999999999997780 0.188000000000000000444 0E-20 0.0149999999999999994449 0.0779999999999999998890 0.0160000000000000003331 0.0160000000000000003331 0E-20 0.0779999999999999998890 0.0940000000000000002220 0.0790000000000000007772 0E-20 0.203000000000000013767 0E-20 0.108999999999999999667 0E-20 13.5459999999999993747 0.875000000000000000000 1.10899999999999998579 0E-20 0.0160000000000000003331 6.59400000000000030553 0.0779999999999999998890 0E-20 0E-20 
30000 0.0160000000000000003331 0E-20 31.4529999999999994031 0.0309999999999999997780 0.219000000000000000222 0E-20 0.0320000000000000006661 0.0940000000000000002220 0.0309999999999999997780 0.0149999999999999994449 0E-20 0.110000000000000000555 0.125000000000000000000 0.108999999999999999667 0.0309999999999999997780 0.234000000000000013545 0.0160000000000000003331 0.108999999999999999667 0.0160000000000000003331 20.4070000000000000284 1.17199999999999993072 1.62500000000000000000 0.0160000000000000003331 0.0160000000000000003331 7.82800000000000029132 0.108999999999999999667 0E-20 0E-20 
35000 0.0149999999999999994449 0E-20 33.9530000000000029559 0.0470000000000000001110 0.250000000000000000000 0E-20 0.0459999999999999992228 0.108999999999999999667 0.0309999999999999997780 0.0160000000000000003331 0.0160000000000000003331 0.140999999999999986455 0.140999999999999986455 0.140999999999999986455 0.0459999999999999992228 0.281000000000000027534 0.0149999999999999994449 0.125000000000000000000 0.0149999999999999994449 28.6409999999999982379 1.39100000000000001421 2.12400000000000011013 0.0160000000000000003331 0.0149999999999999994449 9.90700000000000002842 0.140999999999999986455 0E-20 0.0160000000000000003331 
40000 0.0149999999999999994449 0E-20 40.0469999999999970441 0.0470000000000000001110 0.328000000000000013767 0E-20 0.0320000000000000006661 0.110000000000000000555 0.0320000000000000006661 0.0160000000000000003331 0.0160000000000000003331 0.155999999999999999778 0.155999999999999999778 0.157000000000000000666 0.0309999999999999997780 0.328000000000000013767 0.0160000000000000003331 0.140000000000000013323 0.0160000000000000003331 24.6729999999999982663 1.70300000000000006928 2.79700000000000015277 0.0320000000000000006661 0.0149999999999999994449 11.3279999999999994031 0.171999999999999986233 0E-20 0.0149999999999999994449 
